frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
358.28,0.69,0.64,0.70,0.63,-0.63,-0.11,-0.23,0.07,0.07,0.06
361.87,0.66,0.58,0.65,0.57,-0.56,-0.10,-0.21,0.10,0.09,0.08
365.49,0.58,0.48,0.59,0.50,-0.49,-0.08,-0.19,0.09,0.10,0.10
369.14,0.53,0.42,0.54,0.42,-0.43,-0.06,-0.16,0.11,0.11,0.11
372.83,0.48,0.35,0.48,0.35,-0.37,-0.05,-0.14,0.11,0.12,0.13
376.56,0.44,0.31,0.44,0.30,-0.31,-0.03,-0.12,0.14,0.13,0.14
380.33,0.40,0.24,0.40,0.24,-0.25,-0.01,-0.09,0.14,0.15,0.16
384.13,0.36,0.20,0.37,0.20,-0.20,0.00,-0.07,0.16,0.16,0.17
387.97,0.34,0.16,0.34,0.16,-0.16,0.02,-0.05,0.18,0.18,0.18
391.85,0.31,0.12,0.31,0.12,-0.11,0.04,-0.03,0.20,0.20,0.19
395.77,0.28,0.07,0.29,0.08,-0.07,0.05,-0.01,0.21,0.21,0.21
399.73,0.27,0.05,0.26,0.04,-0.04,0.07,0.02,0.23,0.22,0.22
403.72,0.23,0.00,0.23,0.00,0.00,0.08,0.04,0.23,0.23,0.23
407.76,0.19,-0.05,0.20,-0.04,0.04,0.10,0.06,0.23,0.24,0.24
411.84,0.18,-0.07,0.18,-0.07,0.07,0.12,0.08,0.25,0.24,0.25
415.96,0.15,-0.10,0.16,-0.10,0.09,0.13,0.10,0.25,0.25,0.26
420.12,0.14,-0.13,0.14,-0.13,0.12,0.15,0.12,0.26,0.26,0.27
424.32,0.13,-0.15,0.13,-0.15,0.14,0.16,0.15,0.27,0.27,0.28
428.56,0.13,-0.16,0.13,-0.16,0.16,0.18,0.17,0.29,0.29,0.29
432.85,0.13,-0.17,0.13,-0.17,0.19,0.20,0.19,0.31,0.32,0.30
437.18,0.13,-0.18,0.13,-0.19,0.21,0.21,0.21,0.34,0.33,0.31
441.55,0.12,-0.21,0.11,-0.22,0.22,0.23,0.23,0.34,0.33,0.33
445.96,0.08,-0.26,0.09,-0.25,0.24,0.24,0.25,0.32,0.33,0.34
450.42,0.07,-0.28,0.08,-0.28,0.26,0.26,0.26,0.32,0.33,0.35
454.93,0.08,-0.28,0.08,-0.29,0.27,0.27,0.28,0.35,0.35,0.37
459.48,0.10,-0.28,0.09,-0.29,0.28,0.29,0.30,0.38,0.37,0.38
464.07,0.10,-0.29,0.10,-0.29,0.30,0.31,0.32,0.39,0.40,0.39
468.71,0.11,-0.30,0.11,-0.30,0.31,0.32,0.34,0.41,0.41,0.41
473.40,0.11,-0.30,0.11,-0.31,0.32,0.34,0.35,0.43,0.43,0.42
478.13,0.12,-0.32,0.12,-0.32,0.33,0.35,0.37,0.45,0.45,0.44
482.91,0.12,-0.33,0.11,-0.34,0.34,0.37,0.39,0.46,0.46,0.45
487.74,0.11,-0.36,0.11,-0.36,0.36,0.39,0.40,0.47,0.47,0.47
492.62,0.09,-0.40,0.10,-0.39,0.38,0.40,0.42,0.47,0.48,0.49
497.55,0.09,-0.41,0.09,-0.41,0.40,0.42,0.43,0.49,0.50,0.50
502.52,0.10,-0.42,0.09,-0.43,0.42,0.44,0.45,0.52,0.51,0.52
507.55,0.08,-0.45,0.08,-0.45,0.45,0.45,0.46,0.53,0.53,0.53
512.62,0.07,-0.47,0.08,-0.47,0.47,0.47,0.47,0.54,0.55,0.55
517.75,0.07,-0.49,0.08,-0.49,0.49,0.49,0.49,0.56,0.57,0.57
522.93,0.08,-0.51,0.08,-0.51,0.51,0.50,0.50,0.59,0.59,0.59
528.16,0.08,-0.52,0.07,-0.53,0.53,0.52,0.51,0.61,0.60,0.60
533.44,0.06,-0.56,0.06,-0.56,0.56,0.54,0.52,0.62,0.62,0.62
538.77,0.03,-0.60,0.05,-0.59,0.59,0.55,0.54,0.63,0.64,0.64
544.16,0.04,-0.62,0.04,-0.62,0.63,0.57,0.55,0.67,0.67,0.66
549.60,0.03,-0.65,0.02,-0.65,0.67,0.59,0.56,0.70,0.69,0.68
555.10,0.01,-0.68,-0.00,-0.70,0.71,0.61,0.57,0.72,0.70,0.69
560.65,-0.06,-0.77,-0.04,-0.75,0.75,0.62,0.58,0.69,0.71,0.71
566.25,-0.08,-0.81,-0.08,-0.80,0.79,0.64,0.59,0.71,0.71,0.73
571.92,-0.10,-0.84,-0.11,-0.85,0.83,0.66,0.60,0.73,0.72,0.74
577.64,-0.13,-0.87,-0.12,-0.88,0.87,0.67,0.62,0.74,0.74,0.75
583.41,-0.14,-0.91,-0.14,-0.91,0.90,0.69,0.63,0.76,0.76,0.77
589.25,-0.15,-0.93,-0.15,-0.93,0.93,0.71,0.64,0.78,0.78,0.78
595.14,-0.15,-0.95,-0.15,-0.95,0.95,0.73,0.65,0.80,0.80,0.80
601.09,-0.16,-0.97,-0.16,-0.97,0.98,0.75,0.66,0.82,0.82,0.81
607.10,-0.17,-1.00,-0.16,-0.99,1.00,0.76,0.68,0.84,0.84,0.83
613.17,-0.18,-1.03,-0.17,-1.02,1.03,0.78,0.69,0.85,0.86,0.85
619.30,-0.17,-1.04,-0.18,-1.05,1.06,0.80,0.70,0.88,0.87,0.87
625.50,-0.20,-1.09,-0.19,-1.08,1.08,0.82,0.72,0.88,0.88,0.89
631.75,-0.21,-1.11,-0.21,-1.11,1.10,0.84,0.73,0.89,0.89,0.90
638.07,-0.21,-1.13,-0.22,-1.13,1.12,0.85,0.75,0.90,0.90,0.92
644.45,-0.22,-1.14,-0.21,-1.14,1.13,0.87,0.76,0.92,0.92,0.93
650.89,-0.21,-1.16,-0.21,-1.15,1.15,0.89,0.78,0.94,0.94,0.95
657.40,-0.19,-1.15,-0.19,-1.15,1.16,0.91,0.80,0.97,0.97,0.96
663.98,-0.18,-1.15,-0.18,-1.15,1.17,0.93,0.81,0.99,0.99,0.98
670.62,-0.16,-1.15,-0.18,-1.16,1.18,0.94,0.83,1.02,1.00,0.99
677.32,-0.19,-1.19,-0.18,-1.18,1.18,0.96,0.85,0.99,1.01,1.00
684.10,-0.19,-1.20,-0.19,-1.20,1.19,0.98,0.87,1.00,1.00,1.01
690.94,-0.19,-1.21,-0.19,-1.21,1.20,1.00,0.89,1.01,1.01,1.03
697.85,-0.18,-1.22,-0.17,-1.21,1.20,1.02,0.91,1.02,1.03,1.04
704.83,-0.16,-1.21,-0.16,-1.21,1.21,1.03,0.93,1.05,1.04,1.05
711.87,-0.15,-1.21,-0.15,-1.21,1.21,1.05,0.96,1.06,1.06,1.06
718.99,-0.14,-1.21,-0.14,-1.21,1.22,1.07,0.98,1.08,1.08,1.07
726.18,-0.13,-1.21,-0.13,-1.21,1.23,1.09,1.01,1.10,1.09,1.08
733.44,-0.13,-1.22,-0.13,-1.22,1.24,1.10,1.03,1.10,1.11,1.09
740.78,-0.13,-1.24,-0.14,-1.25,1.25,1.12,1.06,1.12,1.11,1.11
748.19,-0.16,-1.28,-0.16,-1.27,1.27,1.14,1.08,1.11,1.11,1.12
755.67,-0.18,-1.30,-0.17,-1.29,1.28,1.16,1.11,1.11,1.11,1.12
763.23,-0.18,-1.31,-0.18,-1.31,1.30,1.17,1.14,1.12,1.12,1.13
770.86,-0.18,-1.32,-0.18,-1.32,1.32,1.19,1.17,1.14,1.14,1.14
778.57,-0.18,-1.33,-0.18,-1.33,1.33,1.21,1.20,1.15,1.15,1.15
786.35,-0.18,-1.34,-0.18,-1.34,1.34,1.22,1.23,1.16,1.15,1.16
794.22,-0.19,-1.34,-0.18,-1.35,1.34,1.24,1.26,1.15,1.16,1.16
802.16,-0.19,-1.35,-0.18,-1.35,1.34,1.25,1.29,1.16,1.16,1.17
810.18,-0.16,-1.34,-0.17,-1.34,1.34,1.27,1.32,1.18,1.17,1.18
818.28,-0.16,-1.33,-0.16,-1.34,1.34,1.28,1.35,1.18,1.18,1.18
826.46,-0.14,-1.33,-0.15,-1.33,1.34,1.30,1.38,1.19,1.19,1.19
834.73,-0.15,-1.33,-0.14,-1.33,1.34,1.31,1.41,1.19,1.19,1.19
843.08,-0.14,-1.34,-0.14,-1.34,1.34,1.32,1.44,1.20,1.20,1.20
851.51,-0.15,-1.34,-0.14,-1.34,1.35,1.34,1.47,1.20,1.21,1.20
860.02,-0.14,-1.35,-0.14,-1.35,1.36,1.35,1.50,1.22,1.22,1.21
868.62,-0.14,-1.35,-0.16,-1.37,1.38,1.36,1.53,1.24,1.22,1.21
877.31,-0.19,-1.40,-0.18,-1.40,1.40,1.37,1.55,1.21,1.22,1.22
886.08,-0.21,-1.43,-0.20,-1.43,1.42,1.39,1.58,1.22,1.22,1.23
894.94,-0.22,-1.45,-0.22,-1.45,1.44,1.40,1.60,1.23,1.23,1.24
903.89,-0.23,-1.47,-0.23,-1.47,1.47,1.41,1.63,1.24,1.24,1.24
912.93,-0.23,-1.48,-0.24,-1.48,1.48,1.42,1.65,1.26,1.25,1.25
922.06,-0.24,-1.50,-0.24,-1.50,1.50,1.42,1.67,1.25,1.25,1.26
931.28,-0.25,-1.51,-0.24,-1.50,1.50,1.43,1.69,1.25,1.26,1.26
940.59,-0.23,-1.50,-0.24,-1.51,1.50,1.44,1.70,1.27,1.26,1.27
950.00,-0.22,-1.49,-0.22,-1.50,1.49,1.45,1.72,1.27,1.27,1.28
959.50,-0.20,-1.48,-0.19,-1.48,1.47,1.46,1.73,1.27,1.28,1.29
969.09,-0.15,-1.46,-0.15,-1.45,1.45,1.46,1.74,1.30,1.30,1.31
978.78,-0.10,-1.42,-0.10,-1.42,1.42,1.47,1.74,1.32,1.32,1.32
988.57,-0.06,-1.39,-0.05,-1.39,1.40,1.47,1.75,1.34,1.34,1.33
998.46,-0.01,-1.35,-0.01,-1.36,1.37,1.48,1.75,1.36,1.36,1.35
1008.44,0.03,-1.34,0.03,-1.33,1.34,1.48,1.75,1.37,1.37,1.37
1018.53,0.08,-1.31,0.07,-1.32,1.31,1.48,1.74,1.39,1.39,1.39
1028.71,0.11,-1.30,0.11,-1.30,1.29,1.48,1.73,1.40,1.40,1.41
1039.00,0.14,-1.28,0.15,-1.28,1.28,1.48,1.72,1.42,1.43,1.43
1049.39,0.19,-1.26,0.19,-1.26,1.26,1.49,1.71,1.45,1.45,1.45
1059.88,0.23,-1.24,0.23,-1.25,1.25,1.49,1.69,1.48,1.48,1.47
1070.48,0.26,-1.24,0.26,-1.24,1.24,1.48,1.68,1.50,1.50,1.50
1081.19,0.29,-1.24,0.29,-1.24,1.24,1.48,1.66,1.53,1.53,1.53
1092.00,0.32,-1.24,0.32,-1.24,1.24,1.48,1.63,1.56,1.56,1.56
1102.92,0.35,-1.24,0.35,-1.24,1.24,1.48,1.61,1.59,1.59,1.59
1113.95,0.38,-1.24,0.38,-1.24,1.25,1.47,1.58,1.63,1.63,1.62
1125.09,0.41,-1.25,0.41,-1.25,1.26,1.47,1.56,1.66,1.66,1.66
1136.34,0.43,-1.26,0.43,-1.27,1.27,1.47,1.53,1.70,1.70,1.70
1147.70,0.45,-1.30,0.46,-1.29,1.28,1.46,1.50,1.74,1.74,1.75
1159.18,0.48,-1.30,0.49,-1.30,1.30,1.45,1.47,1.78,1.79,1.79
1170.77,0.52,-1.31,0.52,-1.31,1.32,1.45,1.43,1.84,1.84,1.83
1182.48,0.55,-1.33,0.55,-1.33,1.33,1.44,1.40,1.89,1.89,1.88
1194.30,0.58,-1.34,0.58,-1.34,1.35,1.43,1.37,1.93,1.93,1.93
1206.25,0.61,-1.37,0.61,-1.37,1.36,1.42,1.33,1.97,1.97,1.98
1218.31,0.65,-1.38,0.65,-1.38,1.36,1.41,1.30,2.02,2.02,2.04
1230.49,0.69,-1.40,0.71,-1.38,1.37,1.40,1.26,2.06,2.08,2.09
1242.80,0.78,-1.36,0.77,-1.37,1.38,1.39,1.23,2.16,2.15,2.14
1255.22,0.84,-1.36,0.83,-1.37,1.38,1.38,1.20,2.22,2.21,2.20
1267.78,0.88,-1.38,0.89,-1.37,1.39,1.37,1.16,2.27,2.28,2.26
1280.45,0.93,-1.39,0.93,-1.39,1.40,1.36,1.13,2.32,2.33,2.32
1293.26,0.99,-1.40,0.98,-1.40,1.40,1.35,1.09,2.39,2.39,2.39
1306.19,1.03,-1.42,1.03,-1.42,1.41,1.34,1.06,2.45,2.45,2.45
1319.25,1.08,-1.44,1.09,-1.43,1.43,1.32,1.03,2.51,2.51,2.52
1332.45,1.15,-1.44,1.15,-1.44,1.44,1.31,1.00,2.58,2.59,2.59
1345.77,1.22,-1.44,1.22,-1.44,1.45,1.30,0.96,2.67,2.66,2.66
1359.23,1.28,-1.44,1.28,-1.45,1.45,1.28,0.93,2.73,2.73,2.73
1372.82,1.35,-1.46,1.36,-1.45,1.45,1.27,0.90,2.80,2.81,2.81
1386.55,1.43,-1.45,1.44,-1.44,1.44,1.25,0.87,2.87,2.88,2.88
1400.41,1.54,-1.40,1.52,-1.43,1.42,1.24,0.84,2.96,2.94,2.95
1414.42,1.61,-1.41,1.61,-1.41,1.39,1.22,0.81,3.01,3.00,3.02
1428.56,1.69,-1.41,1.71,-1.38,1.36,1.20,0.79,3.06,3.08,3.10
1442.85,1.82,-1.35,1.83,-1.34,1.33,1.19,0.76,3.15,3.16,3.17
1457.28,1.97,-1.27,1.95,-1.29,1.30,1.17,0.73,3.27,3.25,3.24
1471.85,2.07,-1.24,2.06,-1.24,1.27,1.16,0.70,3.34,3.33,3.31
1486.57,2.15,-1.22,2.16,-1.22,1.24,1.14,0.68,3.40,3.41,3.38
1501.43,2.25,-1.21,2.26,-1.20,1.22,1.12,0.65,3.46,3.47,3.46
1516.45,2.36,-1.18,2.36,-1.19,1.19,1.11,0.63,3.55,3.55,3.55
1531.61,2.46,-1.17,2.45,-1.18,1.17,1.09,0.61,3.62,3.62,3.63
1546.93,2.56,-1.16,2.56,-1.16,1.15,1.07,0.58,3.71,3.70,3.72
1562.40,2.65,-1.16,2.66,-1.14,1.13,1.05,0.56,3.78,3.79,3.81
1578.02,2.79,-1.11,2.79,-1.11,1.10,1.04,0.54,3.89,3.89,3.90
1593.80,2.92,-1.05,2.92,-1.06,1.07,1.02,0.52,4.00,3.99,3.98
1609.74,3.06,-1.02,3.05,-1.03,1.04,1.00,0.50,4.10,4.09,4.08
1625.84,3.17,-1.01,3.17,-1.00,1.00,0.98,0.48,4.17,4.18,4.18
1642.10,3.29,-0.99,3.31,-0.98,0.97,0.96,0.46,4.26,4.27,4.28
1658.52,3.44,-0.95,3.45,-0.94,0.93,0.94,0.44,4.37,4.38,4.39
1675.10,3.61,-0.88,3.59,-0.89,0.90,0.93,0.42,4.50,4.49,4.49
1691.85,3.74,-0.85,3.74,-0.85,0.87,0.91,0.40,4.60,4.61,4.59
1708.77,3.87,-0.82,3.87,-0.83,0.84,0.89,0.39,4.71,4.71,4.70
1725.86,4.00,-0.81,4.00,-0.81,0.81,0.87,0.37,4.81,4.81,4.81
1743.12,4.13,-0.80,4.13,-0.79,0.79,0.85,0.36,4.91,4.92,4.93
1760.55,4.27,-0.77,4.27,-0.77,0.77,0.83,0.34,5.04,5.03,5.04
1778.15,4.41,-0.75,4.41,-0.75,0.75,0.81,0.33,5.16,5.16,5.16
1795.94,4.53,-0.74,4.54,-0.73,0.74,0.79,0.31,5.28,5.28,5.27
1813.90,4.67,-0.72,4.66,-0.73,0.73,0.78,0.30,5.40,5.40,5.39
1832.03,4.78,-0.73,4.78,-0.73,0.73,0.76,0.29,5.51,5.51,5.51
1850.36,4.90,-0.73,4.91,-0.73,0.72,0.74,0.28,5.63,5.63,5.64
1868.86,5.03,-0.73,5.03,-0.73,0.73,0.72,0.27,5.75,5.75,5.76
1887.55,5.15,-0.72,5.16,-0.72,0.73,0.70,0.26,5.88,5.89,5.88
1906.42,5.28,-0.72,5.28,-0.72,0.73,0.68,0.25,6.01,6.01,6.00
1925.49,5.41,-0.72,5.40,-0.73,0.74,0.66,0.25,6.15,6.14,6.13
1944.74,5.51,-0.75,5.52,-0.73,0.74,0.64,0.24,6.25,6.26,6.26
1964.19,5.65,-0.73,5.65,-0.74,0.73,0.62,0.24,6.39,6.38,6.39
1983.83,5.77,-0.74,5.78,-0.74,0.72,0.60,0.23,6.49,6.49,6.51
2003.67,5.91,-0.72,5.92,-0.71,0.70,0.57,0.23,6.61,6.61,6.64
2023.71,6.06,-0.68,6.06,-0.68,0.67,0.55,0.22,6.73,6.73,6.74
2043.94,6.21,-0.64,6.22,-0.63,0.63,0.53,0.22,6.84,6.85,6.85
2064.38,6.37,-0.58,6.37,-0.58,0.59,0.51,0.22,6.96,6.96,6.96
2085.03,6.54,-0.52,6.53,-0.53,0.54,0.49,0.22,7.08,7.07,7.06
2105.88,6.68,-0.49,6.68,-0.48,0.49,0.46,0.22,7.17,7.18,7.17
2126.94,6.83,-0.44,6.83,-0.44,0.45,0.44,0.23,7.28,7.28,7.27
2148.20,6.98,-0.40,6.97,-0.40,0.41,0.42,0.23,7.39,7.38,7.38
2169.69,7.12,-0.36,7.12,-0.36,0.37,0.39,0.23,7.49,7.49,7.48
2191.38,7.24,-0.33,7.25,-0.33,0.33,0.37,0.24,7.58,7.58,7.58
2213.30,7.38,-0.29,7.38,-0.30,0.30,0.34,0.24,7.68,7.68,7.68
2235.43,7.51,-0.28,7.51,-0.27,0.26,0.32,0.25,7.77,7.77,7.79
2257.78,7.65,-0.24,7.65,-0.23,0.22,0.29,0.25,7.87,7.88,7.89
2280.36,7.79,-0.19,7.80,-0.19,0.18,0.26,0.26,7.97,7.98,7.98
2303.17,7.95,-0.12,7.94,-0.14,0.14,0.23,0.27,8.09,8.08,8.08
2326.20,8.08,-0.10,8.08,-0.09,0.10,0.21,0.28,8.18,8.18,8.18
2349.46,8.22,-0.06,8.22,-0.06,0.06,0.18,0.29,8.28,8.27,8.28
2372.95,8.34,-0.02,8.34,-0.02,0.02,0.14,0.30,8.35,8.36,8.36
2396.68,8.46,0.02,8.47,0.03,-0.02,0.11,0.31,8.44,8.45,8.44
2420.65,8.59,0.08,8.57,0.06,-0.06,0.08,0.32,8.53,8.52,8.51
2444.86,8.67,0.08,8.67,0.08,-0.09,0.05,0.33,8.58,8.58,8.59
2469.31,8.75,0.09,8.77,0.10,-0.12,0.01,0.34,8.63,8.65,8.66
2494.00,8.86,0.12,8.86,0.13,-0.14,-0.02,0.35,8.72,8.73,8.74
2518.94,8.98,0.17,8.96,0.16,-0.15,-0.06,0.36,8.83,8.81,8.81
2544.13,9.06,0.19,9.06,0.19,-0.15,-0.09,0.38,8.90,8.91,8.87
2569.57,9.12,0.19,9.12,0.19,-0.15,-0.13,0.39,8.97,8.97,8.93
2595.27,9.18,0.18,9.17,0.17,-0.15,-0.17,0.41,9.03,9.01,9.00
2621.22,9.19,0.14,9.20,0.14,-0.16,-0.20,0.42,9.03,9.04,9.06
2647.43,9.24,0.13,9.25,0.13,-0.17,-0.24,0.43,9.07,9.07,9.12
2673.90,9.30,0.12,9.31,0.13,-0.19,-0.27,0.45,9.11,9.12,9.18
2700.64,9.41,0.18,9.41,0.18,-0.21,-0.31,0.47,9.20,9.20,9.23
2727.65,9.52,0.23,9.52,0.24,-0.23,-0.34,0.48,9.29,9.29,9.29
2754.93,9.64,0.31,9.63,0.29,-0.26,-0.37,0.50,9.38,9.37,9.34
2782.48,9.72,0.33,9.72,0.33,-0.29,-0.40,0.52,9.43,9.42,9.39
2810.30,9.78,0.34,9.78,0.34,-0.32,-0.42,0.53,9.46,9.46,9.44
2838.40,9.81,0.33,9.82,0.34,-0.33,-0.44,0.55,9.48,9.49,9.48
2866.79,9.85,0.35,9.85,0.34,-0.34,-0.45,0.57,9.52,9.51,9.51
2895.46,9.88,0.33,9.87,0.33,-0.33,-0.47,0.59,9.54,9.54,9.55
2924.41,9.88,0.31,9.89,0.31,-0.32,-0.47,0.61,9.56,9.57,9.58
2953.65,9.91,0.30,9.91,0.30,-0.31,-0.47,0.63,9.60,9.61,9.61
2983.19,9.94,0.29,9.94,0.29,-0.30,-0.47,0.65,9.64,9.64,9.65
3013.02,9.98,0.30,9.96,0.28,-0.29,-0.46,0.67,9.69,9.67,9.68
3043.15,9.99,0.27,9.99,0.28,-0.29,-0.44,0.69,9.70,9.71,9.72
3073.58,10.01,0.26,10.03,0.28,-0.28,-0.42,0.71,9.73,9.75,9.75
3104.32,10.08,0.29,10.06,0.28,-0.28,-0.40,0.73,9.80,9.78,9.79
3135.36,10.11,0.29,10.10,0.29,-0.28,-0.37,0.76,9.83,9.82,9.82
3166.72,10.12,0.27,10.13,0.29,-0.28,-0.33,0.78,9.84,9.85,9.85
3198.38,10.15,0.29,10.14,0.27,-0.28,-0.30,0.80,9.87,9.86,9.86
3230.37,10.14,0.26,10.14,0.27,-0.27,-0.26,0.82,9.87,9.88,9.88
3262.67,10.13,0.24,10.15,0.26,-0.25,-0.22,0.85,9.88,9.90,9.89
3295.30,10.16,0.25,10.15,0.24,-0.24,-0.17,0.87,9.92,9.91,9.91
3328.25,10.15,0.23,10.13,0.22,-0.21,-0.12,0.89,9.94,9.92,9.92
3361.53,10.10,0.17,10.11,0.18,-0.18,-0.07,0.92,9.92,9.93,9.93
3395.15,10.07,0.14,10.07,0.15,-0.15,-0.02,0.94,9.92,9.93,9.93
3429.10,10.04,0.11,10.03,0.10,-0.11,0.03,0.96,9.93,9.92,9.93
3463.39,9.98,0.07,9.98,0.06,-0.06,0.09,0.98,9.92,9.92,9.92
3498.03,9.91,-0.01,9.92,0.00,-0.01,0.15,1.00,9.90,9.92,9.92
3533.01,9.85,-0.06,9.85,-0.06,0.06,0.22,1.03,9.91,9.91,9.92
3568.34,9.78,-0.13,9.77,-0.13,0.14,0.28,1.05,9.91,9.90,9.91
3604.02,9.67,-0.21,9.67,-0.22,0.23,0.35,1.07,9.90,9.90,9.88
3640.06,9.54,-0.31,9.55,-0.31,0.33,0.43,1.08,9.88,9.88,9.86
3676.46,9.41,-0.43,9.41,-0.42,0.45,0.52,1.10,9.86,9.86,9.84
3713.22,9.27,-0.54,9.25,-0.56,0.58,0.60,1.12,9.84,9.82,9.81
3750.36,9.06,-0.73,9.07,-0.72,0.71,0.70,1.13,9.78,9.78,9.79
3787.86,8.87,-0.88,8.88,-0.87,0.86,0.81,1.15,9.73,9.74,9.75
3825.74,8.70,-1.01,8.69,-1.02,1.01,0.93,1.16,9.71,9.70,9.71
3864.00,8.52,-1.15,8.52,-1.15,1.15,1.05,1.17,9.67,9.67,9.67
3902.64,8.34,-1.28,8.35,-1.28,1.29,1.19,1.18,9.63,9.64,9.63
3941.66,8.19,-1.41,8.18,-1.42,1.41,1.33,1.19,9.60,9.58,9.60
3981.08,8.01,-1.55,8.02,-1.54,1.51,1.47,1.20,9.52,9.53,9.56
4020.89,7.87,-1.64,7.88,-1.63,1.60,1.61,1.20,9.47,9.48,9.51
4061.10,7.75,-1.70,7.76,-1.69,1.68,1.73,1.20,9.44,9.45,9.45
4101.71,7.68,-1.71,7.67,-1.73,1.75,1.83,1.20,9.43,9.42,9.39
4142.73,7.58,-1.76,7.57,-1.77,1.81,1.88,1.20,9.38,9.37,9.34
4184.15,7.46,-1.82,7.46,-1.82,1.84,1.91,1.20,9.30,9.31,9.28
4226.00,7.36,-1.86,7.36,-1.87,1.86,1.89,1.20,9.22,9.21,9.22
4268.26,7.26,-1.89,7.27,-1.88,1.85,1.84,1.19,9.12,9.13,9.16
4310.94,7.21,-1.87,7.22,-1.86,1.83,1.76,1.19,9.03,9.05,9.08
4354.05,7.21,-1.79,7.20,-1.81,1.77,1.66,1.18,8.98,8.97,9.00
4397.59,7.21,-1.72,7.20,-1.73,1.69,1.57,1.17,8.90,8.89,8.93
4441.56,7.20,-1.65,7.23,-1.62,1.59,1.47,1.16,8.79,8.82,8.85
4485.98,7.28,-1.49,7.29,-1.48,1.47,1.38,1.15,8.75,8.76,8.77
4530.84,7.37,-1.32,7.36,-1.33,1.34,1.30,1.14,8.72,8.70,8.69
4576.15,7.43,-1.17,7.41,-1.19,1.23,1.24,1.13,8.66,8.64,8.60
4621.91,7.43,-1.09,7.44,-1.08,1.13,1.18,1.12,8.56,8.56,8.52
4668.13,7.41,-1.02,7.42,-1.01,1.05,1.14,1.11,8.46,8.47,8.43
4714.81,7.38,-0.96,7.38,-0.96,1.00,1.10,1.09,8.38,8.37,8.34
4761.96,7.31,-0.95,7.31,-0.94,0.97,1.08,1.08,8.28,8.28,8.26
4809.58,7.22,-0.94,7.21,-0.95,0.96,1.06,1.07,8.18,8.17,8.16
4857.67,7.09,-0.98,7.09,-0.98,0.96,1.06,1.06,8.05,8.05,8.07
4906.25,6.95,-1.03,6.96,-1.01,0.97,1.06,1.04,7.92,7.93,7.98
4955.31,6.84,-1.04,6.85,-1.03,0.98,1.07,1.03,7.82,7.83,7.88
5004.87,6.76,-1.03,6.76,-1.03,1.00,1.08,1.02,7.75,7.76,7.79
5054.91,6.69,-1.02,6.69,-1.02,1.01,1.10,1.01,7.71,7.70,7.71
5105.46,6.61,-1.01,6.62,-1.01,1.04,1.13,1.00,7.65,7.65,7.63
5156.52,6.53,-1.03,6.52,-1.03,1.07,1.16,0.99,7.59,7.59,7.56
5208.08,6.41,-1.07,6.40,-1.08,1.11,1.20,0.98,7.52,7.51,7.48
5260.16,6.23,-1.17,6.25,-1.15,1.17,1.25,0.98,7.40,7.42,7.40
5312.77,6.08,-1.24,6.07,-1.24,1.25,1.30,0.97,7.33,7.33,7.32
5365.89,5.90,-1.34,5.89,-1.35,1.36,1.35,0.96,7.25,7.24,7.24
5419.55,5.68,-1.47,5.70,-1.47,1.48,1.42,0.96,7.16,7.17,7.16
5473.75,5.49,-1.60,5.49,-1.59,1.60,1.48,0.96,7.10,7.09,7.09
5528.49,5.29,-1.72,5.28,-1.73,1.73,1.55,0.95,7.02,7.01,7.01
5583.77,5.06,-1.87,5.07,-1.87,1.86,1.63,0.95,6.92,6.92,6.93
5639.61,4.84,-2.02,4.86,-2.00,1.98,1.71,0.95,6.83,6.84,6.87
5696.00,4.69,-2.11,4.69,-2.11,2.09,1.80,0.95,6.78,6.79,6.80
5752.96,4.54,-2.20,4.55,-2.19,2.19,1.89,0.95,6.73,6.74,6.74
5810.49,4.43,-2.25,4.41,-2.27,2.27,1.97,0.95,6.70,6.68,6.68
5868.60,4.27,-2.35,4.28,-2.34,2.33,2.06,0.96,6.60,6.61,6.62
5927.28,4.14,-2.42,4.17,-2.39,2.37,2.15,0.96,6.51,6.54,6.56
5986.56,4.06,-2.43,4.07,-2.42,2.38,2.23,0.97,6.45,6.46,6.49
6046.42,3.98,-2.43,4.00,-2.41,2.39,2.30,0.97,6.37,6.39,6.41
6106.89,3.89,-2.43,3.93,-2.39,2.39,2.37,0.98,6.28,6.33,6.32
6167.96,3.82,-2.41,3.87,-2.37,2.39,2.42,0.99,6.21,6.26,6.23
6229.64,3.75,-2.39,3.80,-2.35,2.40,2.46,1.00,6.15,6.19,6.14
6291.93,3.64,-2.40,3.71,-2.35,2.40,2.47,1.01,6.04,6.11,6.05
6354.85,3.51,-2.46,3.62,-2.36,2.40,2.48,1.02,5.91,6.02,5.97
6418.40,3.37,-2.52,3.52,-2.39,2.39,2.46,1.03,5.76,5.91,5.89
6482.58,3.26,-2.56,3.42,-2.41,2.38,2.43,1.05,5.63,5.80,5.82
6547.41,3.11,-2.62,3.35,-2.40,2.34,2.38,1.06,5.46,5.69,5.74
6612.88,2.98,-2.67,3.31,-2.36,2.29,2.31,1.08,5.28,5.61,5.66
6679.01,2.94,-2.64,3.32,-2.27,2.23,2.23,1.09,5.16,5.55,5.58
6745.80,2.96,-2.54,3.37,-2.14,2.15,2.14,1.11,5.11,5.51,5.50
