frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
354.74,1.99,2.00,2.01,2.02,-2.03,-1.83,-1.52,-0.04,-0.03,-0.01
358.28,1.98,1.98,1.98,1.98,-1.97,-1.80,-1.50,0.01,0.01,0.00
361.87,1.98,1.96,1.96,1.94,-1.92,-1.77,-1.47,0.07,0.05,0.02
365.49,1.92,1.88,1.93,1.89,-1.86,-1.75,-1.45,0.06,0.07,0.04
369.14,1.87,1.82,1.88,1.82,-1.81,-1.72,-1.42,0.06,0.06,0.05
372.83,1.82,1.75,1.81,1.74,-1.76,-1.69,-1.40,0.06,0.05,0.07
376.56,1.75,1.67,1.77,1.69,-1.71,-1.66,-1.38,0.05,0.06,0.08
380.33,1.72,1.62,1.74,1.64,-1.65,-1.63,-1.36,0.07,0.09,0.10
384.13,1.73,1.62,1.71,1.60,-1.60,-1.60,-1.34,0.14,0.12,0.11
387.97,1.68,1.56,1.68,1.56,-1.54,-1.57,-1.32,0.14,0.14,0.12
391.85,1.63,1.50,1.63,1.50,-1.49,-1.54,-1.30,0.14,0.14,0.13
395.77,1.56,1.41,1.58,1.43,-1.44,-1.51,-1.28,0.12,0.14,0.15
399.73,1.54,1.38,1.54,1.38,-1.39,-1.48,-1.27,0.16,0.15,0.16
403.72,1.50,1.33,1.50,1.33,-1.33,-1.45,-1.25,0.18,0.17,0.17
407.76,1.45,1.27,1.47,1.28,-1.27,-1.41,-1.24,0.19,0.20,0.18
411.84,1.43,1.24,1.42,1.23,-1.21,-1.38,-1.23,0.22,0.21,0.19
415.96,1.36,1.16,1.36,1.16,-1.16,-1.35,-1.21,0.20,0.20,0.20
420.12,1.31,1.10,1.31,1.10,-1.12,-1.31,-1.20,0.20,0.19,0.21
424.32,1.24,1.02,1.26,1.04,-1.07,-1.28,-1.19,0.17,0.19,0.22
428.56,1.24,1.01,1.25,1.02,-1.03,-1.25,-1.17,0.21,0.22,0.23
432.85,1.25,1.01,1.26,1.02,-1.00,-1.21,-1.16,0.25,0.26,0.24
437.18,1.28,1.03,1.26,1.00,-0.98,-1.17,-1.15,0.31,0.28,0.25
441.55,1.25,0.98,1.24,0.97,-0.97,-1.14,-1.14,0.29,0.27,0.27
445.96,1.19,0.91,1.22,0.94,-0.97,-1.10,-1.12,0.23,0.26,0.28
450.42,1.21,0.92,1.23,0.93,-0.97,-1.06,-1.11,0.24,0.26,0.29
454.93,1.27,0.96,1.27,0.96,-0.98,-1.03,-1.10,0.29,0.28,0.31
459.48,1.33,1.01,1.31,0.99,-0.99,-0.99,-1.08,0.35,0.33,0.32
464.07,1.34,1.01,1.35,1.02,-0.99,-0.95,-1.07,0.35,0.36,0.33
468.71,1.36,1.01,1.38,1.03,-1.00,-0.91,-1.05,0.37,0.38,0.35
473.40,1.40,1.04,1.39,1.02,-1.01,-0.87,-1.03,0.40,0.38,0.36
478.13,1.39,1.01,1.38,1.01,-1.01,-0.83,-1.02,0.38,0.37,0.38
482.91,1.36,0.97,1.38,0.98,-1.01,-0.79,-1.00,0.35,0.37,0.39
487.74,1.36,0.95,1.37,0.96,-0.99,-0.75,-0.98,0.37,0.38,0.41
492.62,1.39,0.96,1.40,0.97,-0.98,-0.71,-0.96,0.42,0.42,0.43
497.55,1.42,0.98,1.42,0.98,-0.95,-0.67,-0.93,0.47,0.47,0.44
502.52,1.44,0.98,1.41,0.95,-0.93,-0.63,-0.91,0.52,0.48,0.46
507.55,1.36,0.89,1.37,0.90,-0.89,-0.58,-0.89,0.47,0.48,0.47
512.62,1.29,0.80,1.32,0.83,-0.85,-0.54,-0.86,0.45,0.47,0.49
517.75,1.28,0.77,1.30,0.79,-0.80,-0.50,-0.83,0.49,0.50,0.51
522.93,1.28,0.75,1.27,0.75,-0.73,-0.46,-0.80,0.55,0.54,0.53
528.16,1.26,0.72,1.22,0.68,-0.66,-0.41,-0.77,0.60,0.56,0.54
533.44,1.12,0.56,1.14,0.58,-0.58,-0.37,-0.74,0.54,0.56,0.56
538.77,1.02,0.44,1.06,0.48,-0.49,-0.32,-0.71,0.53,0.56,0.58
544.16,0.99,0.39,0.99,0.39,-0.39,-0.28,-0.67,0.60,0.60,0.60
549.60,0.94,0.32,0.93,0.31,-0.28,-0.24,-0.64,0.66,0.64,0.62
555.10,0.86,0.23,0.84,0.20,-0.17,-0.19,-0.60,0.70,0.67,0.63
560.65,0.68,0.03,0.72,0.06,-0.05,-0.15,-0.56,0.64,0.67,0.65
566.25,0.59,-0.08,0.59,-0.07,0.06,-0.10,-0.52,0.66,0.66,0.67
571.92,0.48,-0.20,0.48,-0.20,0.17,-0.06,-0.48,0.65,0.65,0.68
577.64,0.39,-0.30,0.39,-0.30,0.27,-0.01,-0.44,0.66,0.66,0.69
583.41,0.30,-0.41,0.32,-0.39,0.37,0.03,-0.40,0.67,0.68,0.71
589.25,0.26,-0.46,0.27,-0.45,0.45,0.07,-0.36,0.71,0.72,0.72
595.14,0.25,-0.49,0.24,-0.50,0.51,0.12,-0.32,0.77,0.76,0.74
601.09,0.21,-0.54,0.21,-0.55,0.56,0.16,-0.27,0.78,0.77,0.75
607.10,0.17,-0.60,0.16,-0.61,0.61,0.21,-0.23,0.78,0.77,0.77
613.17,0.10,-0.69,0.12,-0.67,0.65,0.25,-0.18,0.75,0.77,0.79
619.30,0.10,-0.71,0.12,-0.69,0.69,0.30,-0.14,0.79,0.81,0.81
625.50,0.13,-0.70,0.13,-0.70,0.72,0.34,-0.09,0.85,0.85,0.83
631.75,0.16,-0.68,0.13,-0.72,0.75,0.38,-0.04,0.91,0.87,0.84
638.07,0.10,-0.76,0.10,-0.76,0.76,0.42,0.00,0.87,0.86,0.86
644.45,0.04,-0.83,0.07,-0.80,0.77,0.47,0.05,0.81,0.84,0.87
650.89,0.06,-0.83,0.07,-0.82,0.77,0.51,0.10,0.83,0.84,0.89
657.40,0.11,-0.79,0.11,-0.79,0.77,0.55,0.15,0.88,0.88,0.90
663.98,0.16,-0.76,0.16,-0.76,0.77,0.59,0.20,0.93,0.93,0.92
670.62,0.21,-0.72,0.20,-0.73,0.77,0.63,0.24,0.98,0.97,0.93
677.32,0.21,-0.73,0.22,-0.72,0.76,0.67,0.29,0.98,0.98,0.94
684.10,0.22,-0.73,0.21,-0.74,0.76,0.71,0.34,0.98,0.97,0.95
690.94,0.18,-0.79,0.20,-0.77,0.76,0.75,0.40,0.94,0.95,0.97
697.85,0.18,-0.80,0.19,-0.79,0.76,0.78,0.45,0.95,0.96,0.98
704.83,0.20,-0.79,0.19,-0.80,0.78,0.82,0.50,0.98,0.97,0.99
711.87,0.20,-0.80,0.20,-0.80,0.80,0.86,0.55,1.01,1.00,1.00
718.99,0.19,-0.82,0.20,-0.81,0.83,0.89,0.60,1.02,1.03,1.01
726.18,0.18,-0.84,0.18,-0.84,0.86,0.92,0.66,1.04,1.04,1.02
733.44,0.16,-0.87,0.16,-0.87,0.88,0.96,0.71,1.04,1.04,1.03
740.78,0.13,-0.92,0.13,-0.91,0.91,0.99,0.76,1.04,1.04,1.05
748.19,0.10,-0.96,0.10,-0.95,0.94,1.02,0.82,1.05,1.05,1.06
755.67,0.07,-0.99,0.08,-0.99,0.98,1.05,0.87,1.05,1.05,1.06
763.23,0.05,-1.02,0.05,-1.02,1.02,1.07,0.93,1.07,1.07,1.07
770.86,0.03,-1.05,0.04,-1.04,1.06,1.10,0.98,1.09,1.10,1.08
778.57,0.02,-1.07,0.02,-1.07,1.08,1.12,1.04,1.11,1.11,1.09
786.35,0.01,-1.09,-0.01,-1.11,1.11,1.15,1.09,1.12,1.09,1.10
794.22,-0.05,-1.15,-0.04,-1.15,1.12,1.17,1.15,1.07,1.08,1.10
802.16,-0.09,-1.20,-0.05,-1.16,1.13,1.19,1.20,1.04,1.07,1.11
810.18,-0.03,-1.15,-0.04,-1.15,1.13,1.21,1.26,1.10,1.09,1.12
818.28,0.01,-1.11,0.00,-1.12,1.13,1.23,1.31,1.14,1.13,1.12
826.46,0.03,-1.10,0.03,-1.10,1.12,1.25,1.37,1.16,1.15,1.13
834.73,0.03,-1.10,0.04,-1.10,1.12,1.26,1.42,1.15,1.15,1.13
843.08,0.03,-1.11,0.03,-1.11,1.11,1.27,1.47,1.14,1.14,1.14
851.51,0.02,-1.12,0.03,-1.11,1.11,1.29,1.52,1.14,1.14,1.14
860.02,0.02,-1.13,0.02,-1.12,1.12,1.30,1.57,1.15,1.15,1.15
868.62,0.01,-1.14,0.02,-1.14,1.14,1.31,1.62,1.16,1.16,1.15
877.31,0.00,-1.16,-0.00,-1.16,1.17,1.31,1.67,1.17,1.17,1.16
886.08,-0.03,-1.20,-0.04,-1.21,1.21,1.32,1.71,1.18,1.17,1.17
894.94,-0.09,-1.27,-0.07,-1.25,1.25,1.32,1.75,1.16,1.18,1.18
903.89,-0.12,-1.30,-0.11,-1.29,1.30,1.33,1.79,1.18,1.19,1.18
912.93,-0.13,-1.32,-0.14,-1.33,1.35,1.33,1.83,1.23,1.21,1.19
922.06,-0.18,-1.38,-0.18,-1.38,1.40,1.33,1.86,1.23,1.22,1.20
931.28,-0.23,-1.43,-0.24,-1.44,1.44,1.33,1.89,1.22,1.21,1.20
940.59,-0.31,-1.52,-0.29,-1.50,1.48,1.33,1.91,1.17,1.18,1.21
950.00,-0.33,-1.55,-0.31,-1.53,1.49,1.32,1.94,1.16,1.18,1.22
959.50,-0.29,-1.52,-0.29,-1.53,1.49,1.32,1.95,1.20,1.19,1.23
969.09,-0.23,-1.48,-0.25,-1.50,1.47,1.31,1.97,1.25,1.22,1.25
978.78,-0.21,-1.47,-0.18,-1.44,1.44,1.30,1.98,1.23,1.26,1.26
988.57,-0.12,-1.39,-0.11,-1.39,1.40,1.30,1.98,1.28,1.28,1.27
998.46,-0.01,-1.30,-0.03,-1.32,1.34,1.29,1.98,1.33,1.31,1.29
1008.44,0.03,-1.28,0.06,-1.25,1.28,1.28,1.98,1.31,1.34,1.31
1018.53,0.13,-1.20,0.12,-1.21,1.22,1.26,1.97,1.35,1.34,1.33
1028.71,0.18,-1.17,0.18,-1.17,1.17,1.25,1.96,1.35,1.34,1.35
1039.00,0.21,-1.16,0.25,-1.12,1.12,1.24,1.94,1.33,1.37,1.37
1049.39,0.33,-1.06,0.31,-1.08,1.08,1.22,1.92,1.41,1.39,1.39
1059.88,0.39,-1.02,0.38,-1.03,1.04,1.21,1.89,1.44,1.42,1.41
1070.48,0.43,-1.01,0.44,-1.00,1.01,1.19,1.86,1.44,1.45,1.44
1081.19,0.48,-0.99,0.48,-0.99,0.98,1.17,1.82,1.46,1.46,1.47
1092.00,0.53,-0.97,0.54,-0.96,0.95,1.15,1.79,1.48,1.49,1.50
1102.92,0.59,-0.94,0.60,-0.93,0.93,1.13,1.74,1.52,1.52,1.53
1113.95,0.66,-0.90,0.67,-0.90,0.91,1.11,1.70,1.57,1.58,1.56
1125.09,0.72,-0.88,0.72,-0.88,0.89,1.09,1.65,1.61,1.61,1.60
1136.34,0.79,-0.85,0.77,-0.87,0.87,1.07,1.60,1.67,1.64,1.64
1147.70,0.79,-0.90,0.82,-0.87,0.86,1.05,1.55,1.65,1.67,1.69
1159.18,0.86,-0.87,0.88,-0.85,0.84,1.03,1.50,1.71,1.72,1.73
1170.77,0.95,-0.82,0.94,-0.83,0.84,1.01,1.44,1.79,1.78,1.77
1182.48,1.02,-0.80,1.02,-0.80,0.83,0.98,1.38,1.85,1.84,1.82
1194.30,1.07,-0.80,1.07,-0.80,0.82,0.96,1.33,1.89,1.89,1.87
1206.25,1.10,-0.82,1.11,-0.81,0.80,0.94,1.27,1.91,1.91,1.92
1218.31,1.16,-0.82,1.16,-0.82,0.78,0.91,1.20,1.95,1.95,1.98
1230.49,1.22,-0.81,1.24,-0.79,0.77,0.89,1.14,1.99,2.01,2.03
1242.80,1.33,-0.75,1.33,-0.75,0.75,0.86,1.08,2.08,2.08,2.08
1255.22,1.45,-0.69,1.41,-0.72,0.73,0.84,1.02,2.18,2.14,2.14
1267.78,1.48,-0.72,1.51,-0.69,0.71,0.81,0.95,2.19,2.22,2.20
1280.45,1.56,-0.70,1.59,-0.67,0.69,0.78,0.89,2.25,2.28,2.26
1293.26,1.70,-0.63,1.66,-0.67,0.67,0.76,0.82,2.38,2.33,2.33
1306.19,1.73,-0.66,1.74,-0.65,0.67,0.73,0.76,2.40,2.41,2.39
1319.25,1.78,-0.68,1.80,-0.66,0.67,0.70,0.70,2.45,2.47,2.46
1332.45,1.86,-0.67,1.86,-0.67,0.67,0.67,0.63,2.54,2.54,2.53
1345.77,1.93,-0.67,1.93,-0.68,0.68,0.65,0.57,2.61,2.60,2.60
1359.23,2.00,-0.67,1.99,-0.69,0.68,0.62,0.50,2.69,2.67,2.67
1372.82,2.03,-0.72,2.06,-0.68,0.67,0.59,0.44,2.71,2.74,2.75
1386.55,2.14,-0.68,2.15,-0.67,0.65,0.56,0.37,2.80,2.80,2.82
1400.41,2.27,-0.62,2.24,-0.65,0.62,0.53,0.31,2.89,2.86,2.89
1414.42,2.34,-0.62,2.36,-0.60,0.57,0.51,0.25,2.92,2.94,2.96
1428.56,2.47,-0.57,2.50,-0.54,0.52,0.48,0.18,2.99,3.02,3.04
1442.85,2.66,-0.45,2.64,-0.47,0.46,0.45,0.12,3.12,3.10,3.11
1457.28,2.80,-0.38,2.80,-0.38,0.41,0.42,0.06,3.21,3.20,3.18
1471.85,2.92,-0.33,2.93,-0.32,0.36,0.39,-0.01,3.29,3.29,3.25
1486.57,3.02,-0.30,3.02,-0.30,0.33,0.36,-0.07,3.36,3.36,3.32
1501.43,3.11,-0.29,3.12,-0.28,0.32,0.33,-0.13,3.43,3.44,3.40
1516.45,3.19,-0.30,3.20,-0.29,0.32,0.30,-0.19,3.51,3.51,3.49
1531.61,3.27,-0.30,3.25,-0.32,0.32,0.27,-0.26,3.60,3.57,3.57
1546.93,3.30,-0.36,3.30,-0.36,0.34,0.24,-0.32,3.64,3.64,3.66
1562.40,3.32,-0.43,3.36,-0.39,0.36,0.21,-0.38,3.68,3.72,3.75
1578.02,3.45,-0.39,3.44,-0.39,0.37,0.18,-0.44,3.82,3.81,3.84
1593.80,3.55,-0.37,3.55,-0.38,0.37,0.15,-0.50,3.92,3.92,3.92
1609.74,3.68,-0.34,3.67,-0.35,0.36,0.11,-0.56,4.04,4.03,4.02
1625.84,3.77,-0.35,3.78,-0.34,0.33,0.08,-0.62,4.10,4.11,4.12
1642.10,3.90,-0.32,3.92,-0.31,0.29,0.05,-0.68,4.19,4.20,4.22
1658.52,4.07,-0.26,4.07,-0.26,0.24,0.02,-0.73,4.31,4.31,4.33
1675.10,4.24,-0.19,4.25,-0.18,0.18,-0.02,-0.79,4.43,4.43,4.43
1691.85,4.42,-0.11,4.42,-0.11,0.13,-0.05,-0.84,4.55,4.55,4.53
1708.77,4.60,-0.04,4.59,-0.06,0.07,-0.08,-0.90,4.68,4.66,4.64
1725.86,4.73,-0.02,4.75,-0.00,0.02,-0.12,-0.95,4.75,4.77,4.75
1743.12,4.89,0.02,4.90,0.03,-0.03,-0.15,-1.00,4.86,4.87,4.87
1760.55,5.07,0.09,5.05,0.07,-0.08,-0.19,-1.05,5.00,4.98,4.98
1778.15,5.19,0.09,5.21,0.12,-0.12,-0.22,-1.10,5.08,5.10,5.10
1795.94,5.37,0.16,5.36,0.15,-0.15,-0.26,-1.14,5.22,5.21,5.21
1813.90,5.50,0.17,5.51,0.17,-0.18,-0.30,-1.18,5.32,5.33,5.33
1832.03,5.64,0.19,5.66,0.21,-0.20,-0.33,-1.22,5.44,5.46,5.45
1850.36,5.82,0.24,5.81,0.23,-0.23,-0.37,-1.26,5.60,5.58,5.58
1868.86,5.96,0.26,5.96,0.26,-0.24,-0.41,-1.29,5.72,5.71,5.70
1887.55,6.09,0.27,6.10,0.28,-0.26,-0.45,-1.32,5.83,5.84,5.82
1906.42,6.22,0.28,6.22,0.28,-0.27,-0.49,-1.35,5.95,5.95,5.94
1925.49,6.35,0.28,6.36,0.29,-0.29,-0.53,-1.37,6.07,6.07,6.07
1944.74,6.49,0.29,6.51,0.32,-0.31,-0.57,-1.39,6.18,6.20,6.20
1964.19,6.69,0.36,6.67,0.34,-0.35,-0.62,-1.41,6.35,6.32,6.33
1983.83,6.84,0.39,6.83,0.38,-0.40,-0.66,-1.42,6.45,6.43,6.45
2003.67,6.97,0.39,7.01,0.43,-0.46,-0.70,-1.43,6.51,6.54,6.58
2023.71,7.20,0.52,7.19,0.51,-0.54,-0.75,-1.43,6.66,6.65,6.68
2043.94,7.41,0.62,7.42,0.62,-0.64,-0.79,-1.43,6.78,6.78,6.79
2064.38,7.65,0.75,7.66,0.76,-0.74,-0.84,-1.43,6.91,6.92,6.90
2085.03,7.88,0.88,7.88,0.87,-0.85,-0.89,-1.42,7.03,7.02,7.00
2105.88,8.10,0.99,8.09,0.98,-0.97,-0.93,-1.41,7.14,7.12,7.11
2126.94,8.27,1.06,8.29,1.08,-1.08,-0.98,-1.40,7.19,7.22,7.21
2148.20,8.50,1.18,8.51,1.19,-1.19,-1.03,-1.38,7.32,7.32,7.32
2169.69,8.72,1.30,8.72,1.30,-1.29,-1.09,-1.36,7.44,7.44,7.42
2191.38,8.94,1.42,8.92,1.40,-1.38,-1.14,-1.34,7.56,7.54,7.52
2213.30,9.09,1.47,9.09,1.47,-1.47,-1.19,-1.31,7.62,7.62,7.62
2235.43,9.24,1.51,9.26,1.53,-1.56,-1.25,-1.29,7.68,7.70,7.73
2257.78,9.43,1.60,9.45,1.62,-1.65,-1.30,-1.26,7.79,7.80,7.83
2280.36,9.65,1.73,9.65,1.72,-1.73,-1.36,-1.23,7.93,7.92,7.92
2303.17,9.86,1.84,9.84,1.81,-1.80,-1.41,-1.19,8.06,8.03,8.02
2326.20,9.99,1.87,10.01,1.89,-1.87,-1.47,-1.16,8.12,8.14,8.12
2349.46,10.14,1.92,10.16,1.94,-1.93,-1.53,-1.12,8.21,8.22,8.22
2372.95,10.31,2.01,10.29,1.99,-1.99,-1.59,-1.08,8.33,8.31,8.30
2396.68,10.40,2.02,10.42,2.04,-2.03,-1.65,-1.05,8.38,8.39,8.38
2420.65,10.53,2.08,10.52,2.06,-2.06,-1.71,-1.01,8.47,8.46,8.45
2444.86,10.60,2.07,10.60,2.08,-2.08,-1.77,-0.97,8.52,8.52,8.53
2469.31,10.67,2.07,10.70,2.10,-2.10,-1.83,-0.93,8.58,8.60,8.60
2494.00,10.79,2.11,10.78,2.10,-2.11,-1.89,-0.89,8.69,8.67,8.68
2518.94,10.87,2.12,10.86,2.11,-2.11,-1.96,-0.85,8.77,8.75,8.75
2544.13,10.91,2.10,10.94,2.12,-2.10,-2.02,-0.81,8.81,8.83,8.81
2569.57,10.99,2.12,11.00,2.13,-2.10,-2.08,-0.77,8.89,8.90,8.87
2595.27,11.08,2.14,11.05,2.11,-2.11,-2.14,-0.72,8.97,8.94,8.94
2621.22,11.10,2.10,11.11,2.11,-2.13,-2.20,-0.68,8.97,8.97,9.00
2647.43,11.14,2.08,11.17,2.11,-2.16,-2.26,-0.64,8.98,9.01,9.06
2673.90,11.26,2.14,11.26,2.14,-2.19,-2.31,-0.61,9.07,9.07,9.12
2700.64,11.39,2.22,11.40,2.22,-2.23,-2.37,-0.57,9.16,9.16,9.17
2727.65,11.53,2.30,11.53,2.30,-2.27,-2.42,-0.53,9.26,9.25,9.23
2754.93,11.65,2.37,11.64,2.36,-2.32,-2.47,-0.49,9.34,9.32,9.28
2782.48,11.71,2.38,11.73,2.39,-2.36,-2.52,-0.45,9.36,9.37,9.33
2810.30,11.79,2.41,11.79,2.41,-2.39,-2.56,-0.41,9.40,9.39,9.38
2838.40,11.83,2.41,11.83,2.41,-2.42,-2.60,-0.38,9.42,9.41,9.42
2866.79,11.87,2.42,11.89,2.44,-2.43,-2.64,-0.34,9.44,9.46,9.45
2895.46,11.93,2.44,11.93,2.45,-2.45,-2.67,-0.30,9.49,9.49,9.49
2924.41,12.01,2.49,11.98,2.46,-2.46,-2.69,-0.27,9.55,9.51,9.52
2953.65,12.00,2.45,12.03,2.48,-2.50,-2.71,-0.23,9.51,9.54,9.55
2983.19,12.08,2.49,12.09,2.51,-2.54,-2.72,-0.20,9.54,9.55,9.59
3013.02,12.19,2.57,12.17,2.55,-2.60,-2.73,-0.16,9.59,9.57,9.62
3043.15,12.27,2.61,12.29,2.63,-2.66,-2.73,-0.13,9.61,9.62,9.66
3073.58,12.39,2.70,12.41,2.72,-2.72,-2.72,-0.09,9.67,9.69,9.69
3104.32,12.55,2.82,12.53,2.80,-2.77,-2.71,-0.06,9.78,9.76,9.73
3135.36,12.63,2.87,12.63,2.87,-2.81,-2.69,-0.02,9.83,9.82,9.76
3166.72,12.67,2.88,12.66,2.88,-2.82,-2.65,0.01,9.85,9.84,9.79
3198.38,12.64,2.84,12.64,2.84,-2.81,-2.61,0.04,9.83,9.83,9.80
3230.37,12.58,2.76,12.60,2.78,-2.77,-2.57,0.07,9.81,9.82,9.82
3262.67,12.53,2.70,12.54,2.71,-2.71,-2.51,0.11,9.82,9.83,9.83
3295.30,12.48,2.63,12.47,2.62,-2.63,-2.44,0.14,9.86,9.84,9.85
3328.25,12.40,2.54,12.38,2.52,-2.54,-2.37,0.17,9.87,9.84,9.86
3361.53,12.25,2.38,12.29,2.42,-2.44,-2.29,0.20,9.81,9.85,9.87
3395.15,12.19,2.32,12.19,2.32,-2.36,-2.19,0.23,9.84,9.84,9.87
3429.10,12.13,2.26,12.10,2.23,-2.27,-2.09,0.27,9.86,9.82,9.87
3463.39,11.99,2.13,12.03,2.16,-2.19,-1.98,0.30,9.80,9.83,9.86
3498.03,11.92,2.06,11.94,2.08,-2.10,-1.86,0.33,9.83,9.85,9.86
3533.01,11.87,2.01,11.85,1.99,-1.98,-1.72,0.36,9.89,9.87,9.86
3568.34,11.73,1.88,11.73,1.89,-1.84,-1.58,0.39,9.89,9.89,9.85
3604.02,11.56,1.74,11.55,1.73,-1.67,-1.42,0.42,9.89,9.88,9.82
3640.06,11.31,1.51,11.33,1.53,-1.46,-1.26,0.45,9.85,9.86,9.80
3676.46,11.03,1.25,11.04,1.27,-1.22,-1.07,0.49,9.81,9.82,9.78
3713.22,10.75,1.00,10.69,0.94,-0.93,-0.88,0.52,9.82,9.76,9.75
3750.36,10.30,0.57,10.35,0.62,-0.62,-0.66,0.55,9.69,9.73,9.73
3787.86,9.93,0.24,9.98,0.29,-0.29,-0.43,0.58,9.65,9.69,9.69
3825.74,9.66,0.01,9.59,-0.06,0.05,-0.18,0.61,9.71,9.63,9.65
3864.00,9.21,-0.40,9.23,-0.38,0.36,0.09,0.64,9.58,9.59,9.61
3902.64,8.82,-0.75,8.86,-0.71,0.66,0.39,0.67,9.48,9.52,9.57
3941.66,8.54,-1.00,8.52,-1.01,0.92,0.70,0.71,9.47,9.45,9.54
3981.08,8.24,-1.26,8.26,-1.24,1.18,1.03,0.74,9.42,9.43,9.50
4020.89,8.02,-1.43,8.03,-1.42,1.43,1.38,0.77,9.45,9.45,9.45
4061.10,7.79,-1.60,7.79,-1.60,1.67,1.70,0.80,9.47,9.46,9.39
4101.71,7.55,-1.78,7.54,-1.80,1.92,2.02,0.83,9.47,9.45,9.33
4142.73,7.24,-2.04,7.24,-2.04,2.16,2.26,0.87,9.40,9.40,9.28
4184.15,6.90,-2.32,6.89,-2.33,2.39,2.46,0.90,9.29,9.28,9.22
4226.00,6.54,-2.62,6.52,-2.64,2.60,2.57,0.94,9.15,9.13,9.16
4268.26,6.18,-2.92,6.22,-2.87,2.78,2.63,0.97,8.96,9.00,9.10
4310.94,5.96,-3.06,6.01,-3.01,2.91,2.62,1.01,8.88,8.92,9.02
4354.05,5.91,-3.03,5.85,-3.10,2.98,2.58,1.04,8.90,8.83,8.94
4397.59,5.82,-3.05,5.77,-3.09,3.00,2.54,1.08,8.82,8.77,8.87
4441.56,5.67,-3.12,5.82,-2.98,2.95,2.49,1.11,8.62,8.76,8.79
4485.98,5.88,-2.83,5.88,-2.83,2.84,2.47,1.15,8.72,8.72,8.71
4530.84,6.10,-2.53,5.96,-2.67,2.70,2.46,1.19,8.80,8.65,8.63
4576.15,5.98,-2.56,6.03,-2.52,2.56,2.48,1.23,8.54,8.58,8.54
4621.91,5.96,-2.50,6.05,-2.41,2.44,2.51,1.27,8.40,8.48,8.46
4668.13,6.05,-2.32,6.04,-2.33,2.35,2.58,1.31,8.41,8.39,8.37
4714.81,6.10,-2.18,6.04,-2.24,2.32,2.65,1.36,8.42,8.36,8.28
4761.96,5.93,-2.27,5.96,-2.24,2.34,2.75,1.40,8.28,8.30,8.20
4809.58,5.77,-2.33,5.75,-2.35,2.41,2.86,1.45,8.19,8.17,8.10
4857.67,5.48,-2.53,5.49,-2.52,2.52,2.99,1.50,8.00,8.01,8.01
4906.25,5.18,-2.74,5.20,-2.71,2.67,3.12,1.54,7.85,7.87,7.92
4955.31,4.92,-2.90,4.91,-2.91,2.84,3.27,1.59,7.77,7.75,7.82
5004.87,4.61,-3.12,4.64,-3.10,3.05,3.43,1.65,7.66,7.68,7.73
5054.91,4.39,-3.26,4.38,-3.27,3.27,3.59,1.70,7.66,7.65,7.65
5105.46,4.09,-3.48,4.12,-3.45,3.50,3.76,1.76,7.59,7.62,7.57
5156.52,3.83,-3.67,3.80,-3.70,3.73,3.93,1.81,7.56,7.52,7.50
5208.08,3.46,-3.96,3.40,-4.02,3.96,4.11,1.87,7.43,7.37,7.42
5260.16,2.91,-4.43,3.00,-4.34,4.21,4.29,1.93,7.12,7.21,7.34
5312.77,2.56,-4.70,2.57,-4.69,4.48,4.47,2.00,7.04,7.05,7.26
5365.89,2.21,-4.97,2.16,-5.03,4.76,4.65,2.06,6.98,6.92,7.18
5419.55,1.73,-5.37,1.79,-5.31,5.04,4.82,2.13,6.77,6.83,7.10
5473.75,1.36,-5.67,1.36,-5.67,5.29,4.99,2.20,6.65,6.65,7.03
5528.49,0.95,-6.00,0.88,-6.07,5.51,5.16,2.28,6.46,6.39,6.95
5583.77,0.36,-6.51,0.41,-6.47,5.69,5.31,2.35,6.05,6.09,6.87
5639.61,-0.14,-6.95,-0.09,-6.90,5.83,5.45,2.43,5.70,5.74,6.81
5696.00,-0.52,-7.26,-0.53,-7.27,5.94,5.58,2.51,5.42,5.41,6.74
5752.96,-0.97,-7.65,-0.94,-7.62,6.01,5.70,2.60,5.04,5.07,6.68
5810.49,-1.33,-7.95,-1.37,-8.00,6.04,5.80,2.69,4.72,4.67,6.62
5868.60,-1.87,-8.43,-1.82,-8.39,6.05,5.89,2.77,4.18,4.23,6.56
5927.28,-2.33,-8.83,-2.22,-8.72,6.04,5.96,2.87,3.71,3.82,6.50
5986.56,-2.64,-9.07,-2.59,-9.02,6.02,6.02,2.96,3.38,3.43,6.43
6046.42,-2.93,-9.28,-2.89,-9.25,6.00,6.05,3.06,3.07,3.11,6.35
6106.89,-3.29,-9.55,-3.13,-9.40,6.00,6.08,3.17,2.71,2.87,6.26
6167.96,-3.53,-9.70,-3.30,-9.47,6.00,6.10,3.27,2.47,2.70,6.17
6229.64,-3.62,-9.70,-3.41,-9.50,6.00,6.11,3.38,2.38,2.59,6.08
6291.93,-3.75,-9.74,-3.47,-9.47,6.00,6.10,3.49,2.25,2.53,5.99
6354.85,-3.99,-9.90,-3.53,-9.45,6.00,6.10,3.61,2.01,2.47,5.91
6418.40,-4.19,-10.02,-3.62,-9.47,6.00,6.09,3.73,1.81,2.38,5.83
6482.58,-4.44,-10.20,-3.71,-9.48,6.00,6.08,3.85,1.56,2.29,5.76
6547.41,-4.76,-10.44,-3.73,-9.43,6.00,6.07,3.97,1.25,2.27,5.68
