frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
365.49,1.51,1.82,1.52,1.83,-1.84,-1.76,-1.57,-0.32,-0.32,-0.31
369.14,1.47,1.77,1.47,1.76,-1.78,-1.74,-1.55,-0.30,-0.31,-0.30
372.83,1.42,1.70,1.43,1.70,-1.72,-1.73,-1.53,-0.29,-0.29,-0.28
376.56,1.38,1.65,1.39,1.65,-1.66,-1.72,-1.51,-0.28,-0.27,-0.27
380.33,1.36,1.61,1.36,1.61,-1.61,-1.71,-1.49,-0.25,-0.25,-0.25
384.13,1.33,1.57,1.34,1.57,-1.57,-1.69,-1.48,-0.23,-0.23,-0.24
387.97,1.31,1.54,1.31,1.54,-1.53,-1.68,-1.46,-0.21,-0.22,-0.23
391.85,1.28,1.50,1.28,1.50,-1.49,-1.67,-1.45,-0.20,-0.20,-0.22
395.77,1.25,1.45,1.26,1.46,-1.45,-1.65,-1.44,-0.20,-0.20,-0.20
399.73,1.23,1.42,1.23,1.42,-1.42,-1.63,-1.42,-0.19,-0.19,-0.19
403.72,1.21,1.39,1.21,1.39,-1.40,-1.62,-1.41,-0.19,-0.19,-0.18
407.76,1.19,1.36,1.20,1.37,-1.38,-1.60,-1.40,-0.19,-0.18,-0.17
411.84,1.19,1.35,1.20,1.35,-1.36,-1.58,-1.39,-0.17,-0.17,-0.16
415.96,1.20,1.35,1.20,1.35,-1.35,-1.56,-1.38,-0.15,-0.15,-0.15
420.12,1.21,1.35,1.21,1.35,-1.34,-1.54,-1.37,-0.13,-0.13,-0.14
424.32,1.21,1.34,1.21,1.34,-1.33,-1.51,-1.36,-0.12,-0.12,-0.13
428.56,1.21,1.33,1.21,1.33,-1.33,-1.49,-1.35,-0.11,-0.11,-0.12
432.85,1.21,1.32,1.21,1.32,-1.32,-1.47,-1.34,-0.10,-0.10,-0.11
437.18,1.21,1.31,1.21,1.31,-1.31,-1.44,-1.34,-0.09,-0.09,-0.10
441.55,1.21,1.29,1.21,1.30,-1.30,-1.41,-1.33,-0.08,-0.08,-0.08
445.96,1.21,1.28,1.21,1.28,-1.28,-1.39,-1.32,-0.07,-0.07,-0.07
450.42,1.21,1.27,1.21,1.27,-1.27,-1.36,-1.31,-0.06,-0.06,-0.06
454.93,1.21,1.25,1.21,1.26,-1.26,-1.33,-1.30,-0.04,-0.04,-0.04
459.48,1.21,1.24,1.21,1.24,-1.24,-1.30,-1.29,-0.03,-0.03,-0.03
464.07,1.21,1.23,1.21,1.23,-1.23,-1.27,-1.28,-0.01,-0.01,-0.02
468.71,1.21,1.21,1.21,1.21,-1.21,-1.24,-1.27,0.00,0.00,0.00
473.40,1.21,1.20,1.21,1.20,-1.20,-1.20,-1.26,0.02,0.02,0.01
478.13,1.21,1.18,1.21,1.18,-1.18,-1.17,-1.25,0.03,0.03,0.03
482.91,1.21,1.17,1.21,1.17,-1.17,-1.14,-1.24,0.05,0.05,0.04
487.74,1.21,1.15,1.21,1.15,-1.15,-1.11,-1.22,0.06,0.06,0.06
492.62,1.21,1.13,1.21,1.13,-1.13,-1.07,-1.21,0.08,0.08,0.08
497.55,1.21,1.12,1.21,1.12,-1.12,-1.04,-1.19,0.09,0.09,0.09
502.52,1.21,1.10,1.21,1.10,-1.11,-1.00,-1.18,0.11,0.11,0.11
507.55,1.21,1.09,1.21,1.09,-1.09,-0.97,-1.16,0.12,0.12,0.12
512.62,1.21,1.07,1.22,1.07,-1.08,-0.94,-1.14,0.13,0.13,0.14
517.75,1.22,1.06,1.22,1.06,-1.07,-0.90,-1.12,0.15,0.15,0.16
522.93,1.23,1.05,1.23,1.06,-1.06,-0.87,-1.10,0.18,0.18,0.18
528.16,1.24,1.05,1.24,1.05,-1.04,-0.84,-1.08,0.21,0.20,0.19
533.44,1.24,1.03,1.24,1.03,-1.02,-0.80,-1.06,0.23,0.22,0.21
538.77,1.23,1.00,1.23,1.00,-0.99,-0.77,-1.04,0.24,0.24,0.23
544.16,1.21,0.96,1.22,0.96,-0.96,-0.74,-1.02,0.25,0.26,0.25
549.60,1.19,0.92,1.20,0.93,-0.93,-0.70,-0.99,0.27,0.27,0.27
555.10,1.17,0.89,1.17,0.88,-0.89,-0.67,-0.97,0.29,0.28,0.28
560.65,1.14,0.84,1.14,0.84,-0.84,-0.64,-0.94,0.30,0.30,0.30
566.25,1.11,0.79,1.11,0.80,-0.80,-0.61,-0.92,0.31,0.32,0.32
571.92,1.08,0.75,1.08,0.75,-0.75,-0.58,-0.89,0.33,0.33,0.33
577.64,1.05,0.71,1.05,0.71,-0.71,-0.55,-0.87,0.35,0.35,0.34
583.41,1.02,0.66,1.02,0.66,-0.66,-0.52,-0.84,0.36,0.36,0.36
589.25,0.99,0.62,0.99,0.62,-0.62,-0.48,-0.81,0.37,0.37,0.37
595.14,0.96,0.57,0.96,0.57,-0.57,-0.45,-0.79,0.39,0.39,0.39
601.09,0.93,0.53,0.93,0.53,-0.53,-0.43,-0.76,0.40,0.40,0.40
607.10,0.90,0.48,0.91,0.49,-0.49,-0.40,-0.73,0.42,0.42,0.42
613.17,0.89,0.45,0.89,0.44,-0.44,-0.37,-0.71,0.45,0.44,0.44
619.30,0.86,0.40,0.86,0.40,-0.40,-0.34,-0.68,0.46,0.46,0.46
625.50,0.83,0.35,0.84,0.36,-0.36,-0.31,-0.65,0.47,0.48,0.48
631.75,0.80,0.31,0.81,0.31,-0.32,-0.28,-0.63,0.49,0.49,0.49
638.07,0.78,0.27,0.78,0.27,-0.27,-0.25,-0.60,0.51,0.51,0.51
644.45,0.76,0.24,0.76,0.24,-0.23,-0.23,-0.58,0.54,0.53,0.52
650.89,0.73,0.19,0.73,0.19,-0.18,-0.20,-0.55,0.55,0.55,0.54
657.40,0.70,0.15,0.70,0.15,-0.14,-0.17,-0.53,0.56,0.56,0.55
663.98,0.66,0.09,0.67,0.10,-0.10,-0.15,-0.50,0.56,0.57,0.57
670.62,0.63,0.05,0.63,0.05,-0.06,-0.12,-0.48,0.57,0.57,0.58
677.32,0.60,0.01,0.61,0.01,-0.03,-0.09,-0.45,0.58,0.58,0.59
684.10,0.59,-0.01,0.59,-0.01,0.01,-0.07,-0.43,0.60,0.60,0.60
690.94,0.58,-0.04,0.58,-0.04,0.03,-0.04,-0.40,0.62,0.61,0.62
697.85,0.57,-0.06,0.57,-0.06,0.06,-0.01,-0.38,0.63,0.63,0.63
704.83,0.56,-0.08,0.56,-0.08,0.08,0.01,-0.36,0.64,0.64,0.64
711.87,0.55,-0.10,0.56,-0.10,0.10,0.04,-0.33,0.66,0.66,0.65
718.99,0.54,-0.12,0.54,-0.12,0.13,0.06,-0.31,0.67,0.67,0.66
726.18,0.53,-0.14,0.53,-0.14,0.15,0.09,-0.29,0.69,0.68,0.67
733.44,0.50,-0.18,0.51,-0.18,0.19,0.11,-0.27,0.69,0.69,0.68
740.78,0.48,-0.22,0.48,-0.22,0.22,0.14,-0.25,0.71,0.70,0.70
748.19,0.44,-0.27,0.45,-0.26,0.26,0.16,-0.22,0.70,0.71,0.71
755.67,0.41,-0.30,0.41,-0.30,0.30,0.19,-0.20,0.72,0.72,0.71
763.23,0.38,-0.34,0.38,-0.34,0.35,0.21,-0.18,0.73,0.73,0.72
770.86,0.34,-0.39,0.35,-0.39,0.39,0.24,-0.16,0.73,0.74,0.73
778.57,0.31,-0.43,0.31,-0.43,0.43,0.26,-0.14,0.74,0.74,0.74
786.35,0.28,-0.47,0.28,-0.47,0.46,0.29,-0.12,0.74,0.74,0.75
794.22,0.25,-0.50,0.26,-0.50,0.48,0.32,-0.10,0.74,0.74,0.75
802.16,0.24,-0.52,0.25,-0.52,0.50,0.34,-0.08,0.75,0.75,0.76
810.18,0.24,-0.53,0.24,-0.53,0.52,0.37,-0.06,0.76,0.76,0.77
818.28,0.24,-0.53,0.24,-0.53,0.53,0.39,-0.04,0.78,0.78,0.77
826.46,0.24,-0.54,0.24,-0.54,0.55,0.42,-0.02,0.79,0.79,0.78
834.73,0.23,-0.55,0.23,-0.55,0.56,0.44,0.00,0.79,0.79,0.78
843.08,0.22,-0.57,0.22,-0.57,0.57,0.47,0.03,0.80,0.80,0.79
851.51,0.20,-0.59,0.20,-0.59,0.60,0.50,0.05,0.80,0.80,0.79
860.02,0.18,-0.62,0.18,-0.62,0.62,0.52,0.07,0.81,0.81,0.80
868.62,0.15,-0.65,0.15,-0.65,0.66,0.55,0.09,0.81,0.81,0.80
877.31,0.12,-0.69,0.12,-0.69,0.69,0.58,0.11,0.82,0.82,0.81
886.08,0.08,-0.74,0.09,-0.73,0.73,0.60,0.14,0.82,0.82,0.82
894.94,0.05,-0.78,0.05,-0.78,0.78,0.63,0.16,0.83,0.83,0.83
903.89,0.01,-0.82,0.02,-0.82,0.82,0.66,0.18,0.83,0.84,0.83
912.93,-0.02,-0.86,-0.02,-0.86,0.86,0.69,0.21,0.85,0.85,0.84
922.06,-0.05,-0.90,-0.05,-0.90,0.90,0.72,0.23,0.85,0.85,0.85
931.28,-0.08,-0.93,-0.08,-0.93,0.93,0.75,0.26,0.86,0.86,0.85
940.59,-0.11,-0.97,-0.10,-0.96,0.96,0.77,0.29,0.85,0.86,0.86
950.00,-0.12,-0.99,-0.12,-0.99,0.97,0.80,0.31,0.86,0.86,0.87
959.50,-0.12,-1.00,-0.11,-1.00,0.98,0.83,0.34,0.87,0.87,0.88
969.09,-0.10,-1.00,-0.10,-0.99,0.99,0.86,0.37,0.89,0.89,0.90
978.78,-0.07,-0.98,-0.07,-0.98,0.98,0.89,0.40,0.91,0.91,0.91
988.57,-0.04,-0.96,-0.04,-0.96,0.97,0.93,0.43,0.93,0.93,0.92
998.46,-0.01,-0.95,-0.00,-0.94,0.95,0.96,0.47,0.95,0.95,0.94
1008.44,0.03,-0.93,0.03,-0.93,0.94,0.99,0.50,0.97,0.96,0.96
1018.53,0.06,-0.92,0.06,-0.92,0.92,1.02,0.54,0.98,0.98,0.98
1028.71,0.09,-0.91,0.10,-0.90,0.90,1.05,0.57,0.99,1.00,1.00
1039.00,0.13,-0.89,0.13,-0.89,0.89,1.09,0.61,1.02,1.02,1.02
1049.39,0.16,-0.88,0.17,-0.88,0.88,1.12,0.65,1.04,1.04,1.04
1059.88,0.19,-0.87,0.19,-0.87,0.87,1.16,0.69,1.07,1.07,1.06
1070.48,0.22,-0.87,0.22,-0.87,0.88,1.19,0.73,1.10,1.10,1.09
1081.19,0.23,-0.89,0.24,-0.88,0.88,1.23,0.77,1.12,1.13,1.12
1092.00,0.26,-0.89,0.26,-0.89,0.90,1.26,0.81,1.17,1.16,1.15
1102.92,0.26,-0.92,0.26,-0.92,0.93,1.30,0.86,1.19,1.19,1.18
1113.95,0.26,-0.95,0.26,-0.95,0.96,1.34,0.91,1.22,1.22,1.21
1125.09,0.25,-1.00,0.25,-1.00,1.00,1.38,0.95,1.25,1.25,1.25
1136.34,0.24,-1.05,0.25,-1.05,1.04,1.41,1.00,1.28,1.29,1.29
1147.70,0.24,-1.10,0.24,-1.09,1.08,1.45,1.05,1.33,1.33,1.34
1159.18,0.24,-1.14,0.24,-1.14,1.13,1.49,1.11,1.38,1.38,1.38
1170.77,0.24,-1.18,0.24,-1.18,1.18,1.53,1.16,1.43,1.43,1.42
1182.48,0.24,-1.23,0.24,-1.23,1.23,1.58,1.21,1.47,1.47,1.47
1194.30,0.24,-1.28,0.24,-1.28,1.28,1.62,1.27,1.52,1.52,1.52
1206.25,0.24,-1.33,0.24,-1.33,1.33,1.66,1.33,1.57,1.57,1.57
1218.31,0.24,-1.39,0.24,-1.38,1.38,1.71,1.39,1.63,1.63,1.63
1230.49,0.24,-1.44,0.24,-1.44,1.44,1.75,1.45,1.68,1.68,1.68
1242.80,0.24,-1.49,0.24,-1.49,1.49,1.80,1.51,1.74,1.74,1.73
1255.22,0.24,-1.55,0.24,-1.55,1.55,1.84,1.57,1.79,1.79,1.79
1267.78,0.24,-1.61,0.24,-1.61,1.61,1.89,1.64,1.85,1.85,1.85
1280.45,0.24,-1.67,0.24,-1.67,1.67,1.94,1.71,1.91,1.91,1.91
1293.26,0.24,-1.74,0.24,-1.73,1.73,1.99,1.78,1.98,1.98,1.98
1306.19,0.24,-1.80,0.24,-1.80,1.80,2.04,1.84,2.04,2.04,2.04
1319.25,0.24,-1.87,0.24,-1.87,1.87,2.09,1.92,2.11,2.12,2.11
1332.45,0.24,-1.94,0.24,-1.94,1.94,2.14,1.99,2.19,2.19,2.18
1345.77,0.24,-2.01,0.24,-2.01,2.02,2.19,2.07,2.26,2.26,2.25
1359.23,0.23,-2.09,0.24,-2.09,2.09,2.24,2.14,2.33,2.33,2.32
1372.82,0.23,-2.17,0.23,-2.17,2.17,2.30,2.22,2.40,2.40,2.40
1386.55,0.22,-2.25,0.23,-2.25,2.24,2.35,2.31,2.46,2.47,2.47
1400.41,0.22,-2.32,0.23,-2.32,2.31,2.41,2.39,2.53,2.54,2.54
1414.42,0.23,-2.38,0.23,-2.38,2.38,2.47,2.47,2.61,2.61,2.61
1428.56,0.24,-2.45,0.25,-2.44,2.44,2.52,2.56,2.68,2.68,2.69
1442.85,0.26,-2.50,0.26,-2.50,2.49,2.58,2.65,2.76,2.76,2.76
1457.28,0.28,-2.55,0.28,-2.55,2.55,2.64,2.74,2.83,2.83,2.83
1471.85,0.30,-2.60,0.31,-2.60,2.60,2.70,2.84,2.90,2.90,2.90
1486.57,0.33,-2.64,0.33,-2.64,2.64,2.76,2.93,2.98,2.98,2.97
1501.43,0.36,-2.69,0.37,-2.69,2.69,2.83,3.03,3.06,3.06,3.05
1516.45,0.40,-2.74,0.40,-2.74,2.74,2.89,3.13,3.14,3.14,3.14
1531.61,0.43,-2.79,0.43,-2.79,2.79,2.95,3.23,3.22,3.22,3.22
1546.93,0.46,-2.85,0.47,-2.85,2.85,3.02,3.33,3.31,3.31,3.31
1562.40,0.49,-2.91,0.50,-2.90,2.91,3.08,3.43,3.40,3.40,3.40
1578.02,0.52,-2.97,0.52,-2.97,2.97,3.15,3.54,3.50,3.50,3.49
1593.80,0.54,-3.03,0.54,-3.04,3.05,3.22,3.64,3.59,3.59,3.57
1609.74,0.55,-3.12,0.56,-3.12,3.13,3.29,3.75,3.68,3.68,3.67
1625.84,0.56,-3.21,0.56,-3.21,3.21,3.35,3.86,3.78,3.78,3.77
1642.10,0.57,-3.30,0.57,-3.30,3.30,3.42,3.96,3.87,3.87,3.87
1658.52,0.57,-3.41,0.58,-3.40,3.39,3.49,4.07,3.97,3.97,3.98
1675.10,0.59,-3.49,0.59,-3.49,3.48,3.56,4.18,4.08,4.07,4.08
1691.85,0.60,-3.58,0.60,-3.58,3.57,3.63,4.29,4.18,4.18,4.18
1708.77,0.62,-3.67,0.63,-3.67,3.66,3.70,4.39,4.29,4.29,4.29
1725.86,0.65,-3.75,0.65,-3.75,3.75,3.77,4.50,4.40,4.40,4.40
1743.12,0.68,-3.84,0.68,-3.84,3.83,3.84,4.60,4.52,4.51,4.52
1760.55,0.71,-3.92,0.72,-3.92,3.92,3.91,4.70,4.63,4.63,4.63
1778.15,0.75,-4.00,0.75,-4.00,4.00,3.98,4.80,4.76,4.75,4.75
1795.94,0.78,-4.08,0.78,-4.08,4.09,4.05,4.89,4.87,4.87,4.86
1813.90,0.81,-4.17,0.81,-4.17,4.18,4.12,4.98,4.99,4.99,4.98
1832.03,0.83,-4.27,0.83,-4.27,4.27,4.19,5.06,5.11,5.11,5.10
1850.36,0.85,-4.38,0.85,-4.37,4.37,4.25,5.14,5.23,5.23,5.23
1868.86,0.87,-4.48,0.87,-4.48,4.48,4.32,5.21,5.35,5.35,5.35
1887.55,0.89,-4.58,0.89,-4.58,4.59,4.39,5.28,5.48,5.48,5.47
1906.42,0.91,-4.68,0.91,-4.68,4.70,4.45,5.34,5.61,5.61,5.59
1925.49,0.92,-4.80,0.93,-4.80,4.81,4.51,5.39,5.73,5.73,5.72
1944.74,0.94,-4.91,0.94,-4.91,4.91,4.57,5.43,5.85,5.85,5.85
1964.19,0.96,-5.02,0.96,-5.02,5.01,4.63,5.46,5.97,5.97,5.98
1983.83,0.98,-5.12,0.99,-5.12,5.10,4.69,5.49,6.08,6.09,6.10
2003.67,1.03,-5.20,1.03,-5.20,5.18,4.75,5.51,6.22,6.21,6.23
2023.71,1.07,-5.26,1.08,-5.26,5.25,4.80,5.52,6.33,6.33,6.33
2043.94,1.13,-5.31,1.13,-5.31,5.31,4.85,5.52,6.44,6.44,6.44
2064.38,1.19,-5.36,1.20,-5.35,5.35,4.90,5.51,6.55,6.55,6.55
2085.03,1.27,-5.38,1.27,-5.38,5.39,4.94,5.50,6.66,6.66,6.65
2105.88,1.35,-5.41,1.35,-5.41,5.41,4.99,5.48,6.76,6.76,6.76
2126.94,1.44,-5.42,1.45,-5.42,5.42,5.03,5.44,6.87,6.87,6.86
2148.20,1.54,-5.43,1.54,-5.43,5.43,5.06,5.41,6.97,6.97,6.97
2169.69,1.64,-5.43,1.64,-5.43,5.43,5.09,5.36,7.08,7.07,7.07
2191.38,1.74,-5.43,1.75,-5.43,5.43,5.12,5.32,7.17,7.17,7.17
2213.30,1.85,-5.42,1.86,-5.42,5.42,5.15,5.26,7.27,7.28,7.27
2235.43,1.98,-5.40,1.98,-5.40,5.40,5.17,5.21,7.39,7.38,7.38
2257.78,2.10,-5.38,2.10,-5.38,5.38,5.19,5.14,7.48,7.48,7.48
2280.36,2.22,-5.35,2.23,-5.35,5.35,5.20,5.08,7.57,7.58,7.57
2303.17,2.36,-5.31,2.36,-5.31,5.31,5.21,5.01,7.67,7.67,7.67
2326.20,2.50,-5.27,2.50,-5.27,5.26,5.22,4.94,7.77,7.76,7.77
2349.46,2.64,-5.23,2.65,-5.22,5.21,5.22,4.87,7.85,7.86,7.87
2372.95,2.80,-5.15,2.80,-5.15,5.15,5.22,4.80,7.96,7.95,7.95
2396.68,2.94,-5.09,2.94,-5.09,5.09,5.22,4.73,8.04,8.04,8.03
2420.65,3.08,-5.02,3.08,-5.02,5.03,5.21,4.66,8.11,8.11,8.10
2444.86,3.21,-4.97,3.22,-4.96,4.96,5.20,4.59,8.18,8.18,8.18
2469.31,3.35,-4.90,3.36,-4.90,4.90,5.19,4.52,8.25,8.25,8.25
2494.00,3.49,-4.84,3.49,-4.84,4.83,5.17,4.45,8.32,8.32,8.33
2518.94,3.63,-4.77,3.63,-4.77,4.77,5.15,4.38,8.40,8.40,8.40
2544.13,3.75,-4.71,3.76,-4.71,4.71,5.12,4.32,8.47,8.47,8.46
2569.57,3.87,-4.65,3.88,-4.65,4.66,5.10,4.25,8.54,8.54,8.52
2595.27,3.98,-4.61,3.98,-4.61,4.62,5.07,4.19,8.60,8.60,8.59
2621.22,4.08,-4.57,4.08,-4.57,4.58,5.04,4.14,8.66,8.66,8.65
2647.43,4.16,-4.55,4.16,-4.55,4.55,5.01,4.08,8.71,8.71,8.71
2673.90,4.23,-4.54,4.24,-4.53,4.53,4.98,4.03,8.76,8.77,8.77
2700.64,4.31,-4.51,4.31,-4.51,4.51,4.94,3.98,8.82,8.82,8.82
2727.65,4.38,-4.50,4.38,-4.50,4.50,4.91,3.93,8.88,8.88,8.88
2754.93,4.44,-4.49,4.44,-4.49,4.49,4.87,3.89,8.93,8.93,8.93
2782.48,4.49,-4.49,4.50,-4.48,4.48,4.84,3.85,8.98,8.98,8.98
2810.30,4.55,-4.48,4.55,-4.48,4.47,4.80,3.81,9.03,9.03,9.03
2838.40,4.60,-4.47,4.60,-4.47,4.47,4.77,3.78,9.07,9.07,9.07
2866.79,4.63,-4.47,4.64,-4.47,4.47,4.73,3.75,9.10,9.10,9.10
2895.46,4.67,-4.47,4.67,-4.47,4.46,4.70,3.72,9.14,9.14,9.14
2924.41,4.70,-4.47,4.70,-4.47,4.46,4.67,3.69,9.17,9.17,9.17
2953.65,4.73,-4.47,4.74,-4.47,4.47,4.63,3.67,9.20,9.21,9.20
2983.19,4.76,-4.48,4.76,-4.48,4.48,4.61,3.66,9.24,9.24,9.24
3013.02,4.78,-4.49,4.78,-4.49,4.50,4.58,3.64,9.28,9.28,9.27
3043.15,4.79,-4.52,4.79,-4.52,4.53,4.55,3.63,9.32,9.32,9.31
3073.58,4.79,-4.55,4.79,-4.55,4.56,4.53,3.62,9.36,9.36,9.34
3104.32,4.78,-4.60,4.78,-4.60,4.61,4.51,3.61,9.39,9.39,9.38
3135.36,4.76,-4.65,4.76,-4.65,4.65,4.50,3.61,9.42,9.41,9.41
3166.72,4.72,-4.72,4.72,-4.71,4.71,4.49,3.61,9.43,9.43,9.44
3198.38,4.68,-4.77,4.69,-4.77,4.76,4.48,3.61,9.45,9.45,9.45
3230.37,4.64,-4.83,4.65,-4.82,4.82,4.48,3.61,9.46,9.47,9.47
3262.67,4.61,-4.87,4.61,-4.87,4.87,4.49,3.61,9.49,9.49,9.48
3295.30,4.58,-4.92,4.58,-4.92,4.92,4.50,3.62,9.51,9.50,9.50
3328.25,4.54,-4.97,4.55,-4.97,4.97,4.51,3.63,9.51,9.51,9.51
3361.53,4.51,-5.01,4.51,-5.01,5.00,4.53,3.64,9.52,9.52,9.52
3395.15,4.48,-5.04,4.49,-5.04,5.03,4.55,3.65,9.52,9.52,9.52
3429.10,4.46,-5.06,4.47,-5.05,5.05,4.58,3.66,9.52,9.52,9.52
3463.39,4.45,-5.06,4.45,-5.06,5.06,4.62,3.66,9.52,9.51,9.51
3498.03,4.44,-5.07,4.44,-5.07,5.06,4.66,3.67,9.51,9.51,9.51
3533.01,4.44,-5.07,4.44,-5.06,5.06,4.70,3.68,9.50,9.50,9.51
3568.34,4.44,-5.06,4.45,-5.05,5.04,4.74,3.69,9.49,9.49,9.50
3604.02,4.45,-5.02,4.45,-5.03,5.03,4.78,3.70,9.48,9.48,9.47
3640.06,4.45,-5.00,4.46,-5.00,5.01,4.82,3.70,9.46,9.46,9.45
3676.46,4.46,-4.97,4.46,-4.97,4.98,4.85,3.70,9.45,9.45,9.43
3713.22,4.46,-4.94,4.46,-4.95,4.96,4.88,3.70,9.42,9.42,9.40
3750.36,4.45,-4.93,4.45,-4.92,4.93,4.90,3.70,9.38,9.38,9.38
3787.86,4.43,-4.91,4.44,-4.90,4.90,4.90,3.69,9.34,9.34,9.34
3825.74,4.43,-4.87,4.43,-4.87,4.87,4.88,3.68,9.31,9.30,9.30
3864.00,4.42,-4.84,4.43,-4.84,4.84,4.85,3.66,9.26,9.27,9.26
3902.64,4.43,-4.79,4.43,-4.79,4.80,4.80,3.64,9.23,9.23,9.22
3941.66,4.44,-4.75,4.44,-4.75,4.75,4.72,3.62,9.19,9.19,9.19
3981.08,4.46,-4.69,4.46,-4.69,4.68,4.62,3.59,9.15,9.14,9.15
4020.89,4.48,-4.62,4.48,-4.62,4.61,4.51,3.56,9.09,9.09,9.10
4061.10,4.51,-4.53,4.52,-4.52,4.52,4.36,3.52,9.04,9.04,9.04
4101.71,4.57,-4.41,4.57,-4.42,4.42,4.21,3.47,8.99,8.99,8.98
4142.73,4.63,-4.30,4.63,-4.29,4.30,4.04,3.42,8.93,8.93,8.93
4184.15,4.71,-4.16,4.71,-4.16,4.16,3.85,3.37,8.87,8.87,8.87
4226.00,4.80,-4.01,4.80,-4.01,4.00,3.66,3.31,8.80,8.80,8.81
4268.26,4.91,-3.84,4.91,-3.84,3.82,3.46,3.25,8.74,8.73,8.75
4310.94,5.02,-3.65,5.03,-3.64,3.63,3.26,3.18,8.65,8.66,8.67
4354.05,5.17,-3.42,5.17,-3.43,3.42,3.05,3.11,8.59,8.59,8.59
4397.59,5.32,-3.20,5.32,-3.20,3.20,2.85,3.03,8.52,8.52,8.52
4441.56,5.48,-2.96,5.48,-2.96,2.97,2.64,2.96,8.45,8.45,8.44
4485.98,5.64,-2.72,5.64,-2.72,2.73,2.43,2.88,8.37,8.37,8.36
4530.84,5.80,-2.48,5.80,-2.48,2.49,2.23,2.79,8.29,8.29,8.28
4576.15,5.96,-2.23,5.96,-2.24,2.24,2.03,2.71,8.21,8.20,8.19
4621.91,6.11,-2.00,6.11,-2.00,2.00,1.83,2.62,8.11,8.11,8.11
4668.13,6.26,-1.76,6.27,-1.75,1.75,1.63,2.53,8.01,8.02,8.02
4714.81,6.42,-1.51,6.42,-1.51,1.51,1.43,2.44,7.93,7.93,7.93
4761.96,6.58,-1.27,6.58,-1.26,1.26,1.23,2.35,7.85,7.84,7.85
4809.58,6.73,-1.02,6.74,-1.02,1.02,1.04,2.25,7.75,7.76,7.75
4857.67,6.88,-0.78,6.88,-0.78,0.78,0.84,2.16,7.67,7.66,7.66
4906.25,7.02,-0.55,7.02,-0.54,0.55,0.64,2.07,7.57,7.57,7.57
4955.31,7.15,-0.32,7.16,-0.31,0.32,0.45,1.98,7.48,7.48,7.47
5004.87,7.30,-0.08,7.30,-0.09,0.10,0.25,1.88,7.40,7.40,7.38
5054.91,7.43,0.13,7.43,0.13,-0.12,0.05,1.79,7.31,7.31,7.30
5105.46,7.56,0.34,7.56,0.34,-0.33,-0.16,1.70,7.23,7.23,7.22
5156.52,7.68,0.53,7.69,0.54,-0.55,-0.36,1.60,7.14,7.14,7.15
5208.08,7.81,0.74,7.82,0.75,-0.76,-0.57,1.51,7.05,7.06,7.07
5260.16,7.96,0.97,7.96,0.97,-0.97,-0.77,1.42,6.99,6.98,6.99
5312.77,8.10,1.19,8.10,1.19,-1.19,-0.98,1.33,6.91,6.91,6.91
5365.89,8.24,1.41,8.24,1.41,-1.41,-1.20,1.24,6.83,6.83,6.83
5419.55,8.38,1.63,8.39,1.63,-1.63,-1.41,1.15,6.75,6.75,6.75
5473.75,8.53,1.85,8.53,1.85,-1.86,-1.62,1.06,6.68,6.67,6.68
5528.49,8.68,2.08,8.68,2.08,-2.08,-1.84,0.97,6.60,6.59,6.60
5583.77,8.83,2.31,8.83,2.30,-2.31,-2.06,0.89,6.53,6.52,6.52
5639.61,8.98,2.52,8.99,2.53,-2.53,-2.29,0.80,6.46,6.46,6.46
5696.00,9.15,2.76,9.14,2.74,-2.74,-2.51,0.71,6.41,6.40,6.39
5752.96,9.30,2.97,9.29,2.95,-2.95,-2.74,0.63,6.36,6.34,6.33
5810.49,9.44,3.17,9.43,3.15,-3.15,-2.97,0.54,6.30,6.28,6.27
5868.60,9.57,3.36,9.55,3.33,-3.34,-3.21,0.45,6.24,6.21,6.21
5927.28,9.69,3.54,9.65,3.50,-3.51,-3.43,0.37,6.18,6.14,6.15
5986.56,9.79,3.71,9.74,3.65,-3.67,-3.65,0.28,6.12,6.06,6.08
6046.42,9.88,3.88,9.81,3.80,-3.82,-3.84,0.20,6.07,5.99,6.00
6106.89,9.96,4.05,9.85,3.93,-3.94,-4.02,0.12,6.03,5.91,5.91
6167.96,10.02,4.20,9.86,4.03,-4.02,-4.12,0.03,6.00,5.84,5.82
6229.64,10.04,4.31,9.83,4.09,-4.07,-4.21,-0.05,5.97,5.76,5.73
6291.93,10.04,4.40,9.75,4.10,-4.07,-4.19,-0.14,5.97,5.68,5.64
6354.85,10.02,4.46,9.64,4.06,-4.02,-4.15,-0.22,6.00,5.61,5.56
6418.40,9.98,4.50,9.47,3.97,-3.92,-3.99,-0.30,6.06,5.55,5.48
6482.58,9.91,4.50,9.24,3.82,-3.77,-3.82,-0.39,6.14,5.47,5.41
6547.41,9.80,4.47,8.95,3.60,-3.58,-3.56,-0.47,6.22,5.36,5.33
6612.88,9.65,4.40,8.58,3.31,-3.36,-3.30,-0.55,6.29,5.22,5.25
6679.01,9.47,4.30,8.16,2.97,-3.12,-3.00,-0.63,6.36,5.04,5.17
6745.80,9.26,4.17,7.68,2.58,-2.86,-2.69,-0.71,6.41,4.82,5.09
